RID,Retraction or Other Notices Title/Subject(s)/Journal --- Publisher/Affiliation(s)/Retraction Watch Post URL(s) 590 Item(s) Found,Reason(s),Author(s),Original Paper Date/PubMedID/DOI,Retraction or Other Notices Date/PubMedID/DOI,Article Type(s) Nature of Notice,Countries Paywalled? Notes
16713,"Mechanism of Apoptotic Cell Death in Cholesteatoma Epithelium (HSC) Medicine - Otorhinolaryngology;  Korean Journal of Otolaryngology-Head and Neck Surgery ---Korean Society of Otorhinolaryngology - Head and Neck Surgery Department of Otolaryngology, Ajou University School of Medicine, Suwon, Korea Department of Otorhinolaryngology, Yousei University College of Medicine, Seoul, Korea Department of Otolaryngology, Kunkook University College of Medicine, Chungju, Korea http://retractionwatch.com/2011/02/24/korean-ent-journal-retracts-17-papers-citing-overlap/",+Duplication of Article,Hong Joon Park Keehyun Park Bo Hyung Kim Yun Hoon Choung Myung Hyun Chung,04/01/1998 00000000 unavailable,01/01/2011 00000000 10.3342/kjorl-hns.2011.54.1.101,Review Article Retraction,South Korea No
16708,"Mitotic Activity of Tympanic Membrane and External Auditory Canal Skin in Normal Mongolian Gerbil (HSC) Medicine - Otorhinolaryngology;  Korean Journal of Otolaryngology-Head and Neck Surgery ---Korean Society of Otorhinolaryngology - Head and Neck Surgery Department of Otolaryngology, School of Medicine, Ajou University, Suwon, Korea http://retractionwatch.com/2011/02/24/korean-ent-journal-retracts-17-papers-citing-overlap/",+Duplication of Article,Keehyun Park Young Myoung Chun Seong Mo Koo Seong Kyun Kim,07/01/1997 00000000 unavailable,01/01/2011 00000000 10.3342/kjorl-hns.2011.54.1.96,Review Article Retraction,United States No
16714,"Molecular Genetic Analysis of Connexin 26 in Korean Congenital Hearing Loss (HSC) Medicine - Otorhinolaryngology;  Korean Journal of Otolaryngology-Head and Neck Surgery ---Korean Society of Otorhinolaryngology - Head and Neck Surgery Department of Otolaryngology, Ajou University School of Medicine, Suwon, Korea http://retractionwatch.com/2011/02/24/korean-ent-journal-retracts-17-papers-citing-overlap/",+Duplication of Article,Hong Joon Park Keehyun Park Jung Whan Song Yun Hoon Choung Ho Seok Choi,04/01/1998 00000000 unavailable,01/01/2011 00000000 10.3342/kjorl-hns.2011.54.1.102,Research Article Retraction,South Korea No
6349,"Osteoporotic hip fracture costs in the elderly Turkish population (HSC) Medicine - Rehabilitation/Therapy; (PHY) Statistics;  Acta Orthopaedica et Traumatologica Turcica ---Deomed Publishing Department of Physiotherapy and Rehabilitation, Faculty of Medicine, Ege University, Izmir, Turkey Department of Physiotherapy and Rehabilitation, Faculty of Medicine, Hacettepe University, Ankara, Turkey Market Access Director, Sanofi-Aventis Turkey, Istanbul, Turkey Medical Director, Sanofi-Aventis Turkey, Istanbul, Turkey",+Error by Journal/Publisher,Simin Hepgüler Alp Cetin Çetin Deger Ülkem Erkent,01/01/2011 22032996 10.3944/AOTT.2011.2543,01/01/2011  10.3944/AOTT.2011.2543err1,Clinical Study Correction,Turkey No
9030,"Polycyclic aromatic hydrocarbons in Bangladeshi vegetables (ENV) Food Science; (HSC) Public Health and Safety; (PUB) Society/Association Journals;  Food and Chemical Toxicology: an International Journal Published for the British Industrial Biological Research Association ---Elsevier Biotechnology Research Institute, University Sabah Malaysia, Locked Bag No. 2073, 88999 Kotakinabalu, Sabah, Malaysia  School of Medicine, University Sabah Malaysia, Locked Bag No. 2073, 88999 Kotakinabalu, Sabah, Malaysia",+Plagiarism of Article,M Amzad Hossain Mohammad Zahirul Hoque,11/04/2010 21056073 10.1016/j.fct.2010.10.023,01/01/2011  10.1016/j.fct.2010.10.023,Research Article Retraction,Malaysia No
16709,"Signal Transduction System of Experimentally Induced Cholesteatoma in the Mongolian Gerbil (HSC) Medicine - Otorhinolaryngology;  Korean Journal of Otolaryngology-Head and Neck Surgery ---Korean Society of Otorhinolaryngology - Head and Neck Surgery Department of Otorhinolaryngology-Head and Neck Surgery, College of Medicine, Hallym University, Seoul Department of Otolaryngology, Ajou University School of Medicine, Suwon, Korea.  Department of Pulmonary and Critical Medicine, Ajou University School of Medicine, Suwon, Korea http://retractionwatch.com/2011/02/24/korean-ent-journal-retracts-17-papers-citing-overlap/",+Duplication of Article,Dong Hoon Lee Keehyun Park Hong Joon Park Jeong Min Chun Sung Chul Hwang,06/01/1999 00000000 unavailable,01/01/2011 00000000 10.3342/kjorl-hns.2011.54.1.97,Review Article Retraction,South Korea No
3994,"Sleep-disordered breathing in patients with Parkinson's disease (HSC) Biostatistics/Epidemiology; (HSC) Medicine - Geriatric; (HSC) Medicine - Neurology; (HSC) Medicine - Pulmonology; (PUB) Society/Association Journals;  Singapore Medical Journal ---Singapore Medical Association Department of Medicine, Faculty of Medicine, Universiti Kebangsaan Malaysia Medical Centre, Jalan Yaacob Latif, Bandar Tun Razak, Cheras, Kuala Lumpur 56000, Malaysia",+Duplication of Article+Investigation by Journal/Publisher,Ahmad Tajudin Noradina N A Karim Basri B Hamidon I Norlinah Azman Ali Raymond,01/01/2010 20200778 unavailable,01/01/2011 21298245 unavailable,Clinical Study Retraction,Malaysia No
16711,"Study for ReVersibility of Experimental Cholesteatoma Using Mongolian Gerbil (HSC) Medicine - Otorhinolaryngology;  Korean Journal of Otolaryngology-Head and Neck Surgery ---Korean Society of Otorhinolaryngology - Head and Neck Surgery Department of Otolaryngology, Ajou University School of Medicine, Suwon, Korea http://retractionwatch.com/2011/02/24/korean-ent-journal-retracts-17-papers-citing-overlap/",+Duplication of Article,Keehyun Park Young Myoung Chun Sung Kyun Moon Yun Hoon Choung Jin Suk Lee Youngju Kim,05/01/2003 00000000 unavailable,01/01/2011 00000000 10.3342/kjorl-hns.2011.54.1.99,Research Article Retraction,South Korea No
1746,"Study of the Systemic and Pulmonary Oxidative Stress Status During Exposure to Propofol and Sevoflurane Anaesthesia During Thoracic Surgery (BLS) Biology - General; (HSC) Medicine - Anesthesia/Anaesthesia; (HSC) Medicine - Cardiology; (HSC) Medicine - Pharmacology;  European Journal of Anaesthesiology ---Wolters Kluwer Department of Anaesthesiology, Minoufiya Faculty of Medicine, Minoufiya University, Damanhour, Beheira, Egypt http://retractionwatch.com/2011/05/26/retractions-we-havent-had-a-chance-to-cover-part-3-another-duplication-and-plagiarism-edition/",+Plagiarism of Text,Khaled Abou-Elenain,06/01/2010 20442581 10.1097/EJA.0b013e3283392c1d,01/01/2011 21124097 10.1097/EJA.0b013e32834204f5,Clinical Study Retraction,Egypt No
16721,"Systematized Intraoperative Facial Nerve Monitoring in Middle Ear and Mastoid Surgery; 'Surgical Dehiscence' and 'Electrical Dehiscence' (HSC) Medicine - Otorhinolaryngology;  Korean Journal of Otolaryngology-Head and Neck Surgery ---Korean Society of Otorhinolaryngology - Head and Neck Surgery Department of Otolaryngology, Ajou University School of Medicine, Suwon, Korea http://retractionwatch.com/2011/02/24/korean-ent-journal-retracts-17-papers-citing-overlap/",+Duplication of Article,Min Jung Cho Keehyun Park Jung YUn Mo You Ree Shin Yun Hoon Choung,03/01/2006 00000000 unavailable,01/01/2011 00000000 10.3342/kjorl-hns.2011.54.1.109,Review Article Retraction,South Korea No
16719,"The Clinical Characteristics and Treatment Results of Bilateral Sudden Sensorineural Hearing Loss (HSC) Medicine - Otorhinolaryngology;  Korean Journal of Otolaryngology-Head and Neck Surgery ---Korean Society of Otorhinolaryngology - Head and Neck Surgery Department of Otolaryngology, Ajou University School of Medicine, Suwon, Korea http://retractionwatch.com/2011/02/24/korean-ent-journal-retracts-17-papers-citing-overlap/",+Duplication of Article,Jeong Hoon Oh Keehyun Park Seung Joo Lee Jie Soo Kim Yun Hoon Choung,07/01/2005 00000000 unavailable,01/01/2011 00000000 10.3342/kjorl-hns.2011.54.1.107,Review Article Retraction,South Korea No
16718,"The Effects of Intratympanic Steroid Injection for the Patients with Refractory Sudden Sensorineural Hearing Loss (HSC) Medicine - Otorhinolaryngology;  Korean Journal of Otolaryngology-Head and Neck Surgery ---Korean Society of Otorhinolaryngology - Head and Neck Surgery Department of Otolaryngology, Ajou University School of Medicine, Suwon, Korea http://retractionwatch.com/2011/02/24/korean-ent-journal-retracts-17-papers-citing-overlap/",+Duplication of Article,Yun Hoon Choung Keehyun Park Jung Yun Mo Jeong Hoon Oh Jie Soo Kim,06/01/2005 00000000 unavailable,01/01/2011 00000000 10.3342/kjorl-hns.2011.54.1.106,Review Article Retraction,South Korea No
135,"The fibronectin EDA splicing variant induces epithelial-mesenchymal transition in lung cancer cells through integrin a9ß1-mediated activation of PI3-K and Erk (BLS) Biology - Cellular; (HSC) Medicine - Oncology;  American Journal of Physiology - Lung Cellular and Molecular Physiology ---APS: American Physiological Society Division of Pulmonary, Critical Care and Sleep Disorders Medicine, Department of Medicine, University of Louisville School of Medicine, Louisville, KY, 40202 Department of Respiratory Medicine, West China Hospital, West China Medical School, Sichuan University, Chengdu 610041, ChinaTianjin Medical University General Hospital, Tianjin Lung Cancer Institute, Tianjin Medical University, Tianjin, P.R. China 300052 Division of Pulmonary and Critical Care Medicine, University of Michigan Medical School, Arbor, MI, 48109Louisville Veterans Affairs Medical Center, Louisville, KY, 40202 http://retractionwatch.com/2011/07/14/university-of-louisville-investigating-work-by-team-under-review-at-emory/ http://retractionwatch.com/category/by-author/shou-wei-han-retractions/",+Duplication of Image+Falsification/Fabrication of Image+Investigation by Company/Institution+Manipulation of Images,XiaoJuan Sun Jeffrey D Ritzenthaler Ke Wang XiaoRong Zhong Eric S White ShouWei Han Jesse Roman,05/14/2010  10.1152/ajplung.00039.2010,01/01/2011 20472708 10.1152/ajplung.00039.2010,Article in Press Research Article Retraction,China United States No
16710,"The Morphologic Study of Elastic Structures in the Developing Murine Eustachian Tube (HSC) Medicine - Otorhinolaryngology;  Korean Journal of Otolaryngology-Head and Neck Surgery ---Korean Society of Otorhinolaryngology - Head and Neck Surgery Department of Otolaryngology, Ajou University School of Medicine, Suwon, Korea http://retractionwatch.com/2011/02/24/korean-ent-journal-retracts-17-papers-citing-overlap/",+Duplication of Article,Keehyun Park Sung Kyun Moon Yun Hoon Choung Ju Hyun Eum Jun Ho Lee,03/01/2003 00000000 unavailable,01/01/2011 00000000 10.3342/kjorl-hns.2011.54.1.98,Review Article Retraction,South Korea No
1220,"Treating myocardial stunning randomly, with either propofol or isoflurane following transient coronary occlusion and reperfusion in pigs (HSC) Medicine - Cardiology; (HSC) Medicine - Surgery;  Annals of Cardiac Anaesthesia ---Wolters Kluwer Anaesthesia Service, Malcom Randall Veterans Administration Medical Centre, Gainesville, Florida, USA Department of Anaesthesiology, University of Florida College of Medicine, USA http://retractionwatch.com/?s=Felipe+Urdaneta",+Investigation by Company/Institution+Withdrawal,Felipe Urdaneta Emilio Lobato David Kirby Avner Sidi,07/01/2009 19602735 10.4103/0971-9784.51362,01/01/2011 21287778 unavailable,Research Article Retraction,United States No
2584,"Using in situ simulation to identify and resolve latent environmental threats to patient safety: case study involving operational changes in a labor and delivery ward (HSC) Medicine - General; (HSC) Medicine - Obstetrics/Gynecology; (HSC) Medicine - Surgery;  Quality Management in Health Care ---Wolters Kluwer Western Michigan University KalamazooAptima, Inc Woburn MassachusettsKalamazoo Center for Medical Studies Kalamazoo Michigan http://retractionwatch.com/2011/04/13/remember-william-hamman-the-pilot-who-claimed-to-be-a-cardiologist-a-retraction-appears/ http://retractionwatch.com/2010/12/12/catch-me-if-you-can-what-happens-to-fake-cardiologist-william-hammans-published-papers/",+Duplication of Text+Forged Authorship,William R Hamman Beth M Beaudin-Seiler Jeffrey M Beaubien Amy M Gullickson Krystyna Orizondo-Korotko Amy C Gross Wayne Fuqua Richard Lammers,07/01/2010 20588141 10.1097/QMH.0b013e3181eb1452,01/01/2011 21192212 10.1097/QMH.0b013e31820c1c31,Research Article Retraction,United States No
2765,"VEGF-Targeted Therapy in Metastatic Renal Cell Carcinoma (BLS) Biology - Cancer; (BLS) Biology - Cellular; (BLS) Genetics; (HSC) Medicine - Oncology;  The Oncologist ---AlphaMed Press The University of California San Francisco Comprehensive Cancer Center, San Francisco, California, USA",+Euphemisms for Plagiarism+Plagiarism of Text,Brian I Rini,10/20/2004 15793222 10.1634/theoncologist.10-3-191,01/01/2011 22016497 10.1634/theoncologist.10-3-191.retraction,Research Article Retraction,United States No
1707,"Vertebroplasty: a point of view on this surgical treatment (HSC) Medicine - Surgery; (PUB) Society/Association Journals;  Clinical Rheumatology ---Springer Department of Orthopaedic and Trauma Surgery, University of Chieti, Chieti Scalo, Italy http://retractionwatch.com/2011/12/22/multiple-retractions-as-brazen-plagiarist-victimes-orthopedics-literature/ http://retractionwatch.com/?s=Bernardino+Saccomanni",+Misconduct by Author+Notice - Limited or No Information+Plagiarism of Text,Bernardino Saccomanni,12/01/2010 20842514 10.1007/s10067-010-1565-5,01/01/2011 21107626 10.1007/s10067-010-1624-y,Review Article Retraction,Italy No
16712,"Volume Fraction of the Human Pathologic Ossicles Destructed by Cholesteatoma Using Micro-CT (HSC) Medicine - Otorhinolaryngology;  Korean Journal of Otolaryngology-Head and Neck Surgery ---Korean Society of Otorhinolaryngology - Head and Neck Surgery Department of Otolaryngology, Ajou University School of Medicine, Suwon, Korea http://retractionwatch.com/2011/02/24/korean-ent-journal-retracts-17-papers-citing-overlap/",+Duplication of Article,Keehyun Park Sung Kyun Moon Min Jung Cho Jinseok Lee Yong Ro Yoon,05/01/2004 00000000 unavailable,01/01/2011 00000000 10.3342/kjorl-hns.2011.54.1.100,Research Article Retraction,South Korea No
4927,"A Randomized, Double-blind, Placebo-controlled Trial of Ramosetron for Preventing Nausea and Vomiting During Termination of Pregnancy (BLS) Biology - General; (HSC) Medicine - Anesthesia/Anaesthesia; (HSC) Medicine - Obstetrics/Gynecology;  International Journal of Obstetric Anesthesia ---Elsevier Department of Anesthesiology, Toride Kyodo General Hospital, Toride City, Ibaraki, Japan Department of Obstetrics and Gynecology, Toride Kyodo General Hospital, Toride City, Ibaraki, Japan",+Falsification/Fabrication of Data+Unreliable Data+Unreliable Image+Unreliable Results,Yoshitaka Fujii Hiroyoshi Tanaka Yoshiaki Somekawa,01/01/2004 15321434 10.1016/S0959-289X(03)00101-8,01/01/2013 23427347,Clinical Study Retraction,Japan No
1913,"A Review of Recent Pediatric Research Published in Brazilian Indexed Journals (HSC) Medicine - Pediatrics;  Sao Paulo Medical Journal: Revista Paulista de Medicina ---Associacao Paulista de Medicina (APM) Hospital das Clínicas (HC), School of Medicine, University of São Paulo (FMUSP), São Paulo, Brazil",+Error by Journal/Publisher,Mauricio Rocha-e-Silva Ariane Maris Gomes,01/01/2012 23174872 10.1590/S1516-31802012000500009,01/01/2013 24310808 10.1590/S1516-31802013000500014,Review Article Retraction,Brazil No
3808,"Blockade of Receptor for Advanced Glycation end Products in a Model of Type 1 Diabetic Leukoencephalopathy (BLS) Biology - Cellular; (BLS) Biology - Molecular; (HSC) Medicine - Diabetes; (PUB) Society/Association Journals;  Diabetes ---American Diabetes Association Department of Clinical Neurosciences and the Hotchkiss Brain Institute, University of Calgary, Calgary, Alberta, Canada Diabetes Research Program, Department of Medicine, Division of Endocrinology, New York University Langone Medical Center, New York, New York http://retractionwatch.com/2013/01/07/authors-retract-diabetes-paper-after-submitting-it-without-knowledge-of-inherent-errors/ http://retractionwatch.com/2014/05/09/more-retractions-for-researcher-who-says-he-will-no-longer-publish/",+Duplication of Image+Investigation by Company/Institution+Investigation by Journal/Publisher+Manipulation of Images,Natalia Rincon Kevin Xu Jemma Li Jose A Martinez Geeta S Singh David Han Paul Lalli Amit Ayer Kevin Tse Lingling Rong Ann Marie Schmidt Cory C Toth,08/30/2012 00000000 10.2337/db12-0317,01/01/2013 22936180 10.2337/db12-0317,Clinical Study Retraction,Canada United States No
